order_id,product_id,product_name,category,quantity,unit_price,discount_pct,discounted_price,cost_price,total_revenue,total_cost
34,130,Home & Garden_Item_130,Home & Garden,1,145.02,8.81,132.24,70.91,132.24,70.91
34,168,Electronics_Item_168,Electronics,3,78.46,8.81,71.55,56.99,214.64,170.97
34,190,Clothing_Item_190,Clothing,2,165.54,8.81,150.95,56.18,301.9,112.36
35,93,Home & Garden_Item_93,Home & Garden,1,32.69,18.1,26.77,20.72,26.77,20.72
36,113,Electronics_Item_113,Electronics,1,419.29,12.88,365.29,274.51,365.29,274.51
37,102,Books_Item_102,Books,2,45.33,11.79,39.99,19.65,79.97,39.3
37,165,Sports_Item_165,Sports,3,11.44,11.79,10.09,6.1,30.27,18.3
37,84,Electronics_Item_84,Electronics,2,446.38,11.79,393.76,321.88,787.51,643.76
37,122,Electronics_Item_122,Electronics,2,545.45,11.79,481.15,383.47,962.29,766.94
37,148,Electronics_Item_148,Electronics,2,265.53,11.79,234.23,148.38,468.45,296.76
38,108,Home & Garden_Item_108,Home & Garden,3,114.0,15.65,96.16,69.88,288.47,209.64
38,91,Sports_Item_91,Sports,2,107.98,15.65,91.08,50.41,182.16,100.82
38,154,Sports_Item_154,Sports,1,183.15,15.65,154.48,80.86,154.48,80.86
39,35,Home & Garden_Item_35,Home & Garden,3,279.92,5.31,265.05,131.15,795.16,393.45
39,12,Books_Item_12,Books,1,170.7,5.31,161.63,94.76,161.63,94.76
39,194,Electronics_Item_194,Electronics,2,475.74,5.31,450.47,283.1,900.95,566.2
39,55,Home & Garden_Item_55,Home & Garden,2,89.81,5.31,85.04,37.75,170.08,75.5
40,9,Clothing_Item_9,Clothing,2,108.47,10.39,97.2,50.9,194.4,101.8
41,89,Clothing_Item_89,Clothing,3,79.25,15.18,67.22,38.03,201.65,114.09
41,19,Clothing_Item_19,Clothing,1,160.58,15.18,136.2,61.85,136.2,61.85
42,128,Clothing_Item_128,Clothing,2,79.9,10.87,71.22,38.11,142.44,76.22
42,192,Books_Item_192,Books,1,138.46,10.87,123.42,92.0,123.42,92.0
42,22,Clothing_Item_22,Clothing,1,51.26,10.87,45.69,22.88,45.69,22.88
42,101,Clothing_Item_101,Clothing,3,127.02,10.87,113.22,59.19,339.66,177.57
42,112,Electronics_Item_112,Electronics,3,198.13,10.87,176.6,114.18,529.81,342.54
43,173,Clothing_Item_173,Clothing,2,94.67,11.5,83.78,38.22,167.56,76.44
43,158,Electronics_Item_158,Electronics,2,847.93,11.5,750.4,497.91,1500.8,995.82
43,80,Electronics_Item_80,Electronics,1,95.41,11.5,84.44,55.61,84.44,55.61
43,127,Electronics_Item_127,Electronics,1,815.21,11.5,721.45,462.86,721.45,462.86
43,45,Electronics_Item_45,Electronics,2,288.34,11.5,255.18,220.04,510.35,440.08
44,76,Clothing_Item_76,Clothing,1,55.41,5.58,52.32,18.21,52.32,18.21
44,199,Sports_Item_199,Sports,2,150.73,5.58,142.32,79.34,284.63,158.68
45,9,Clothing_Item_9,Clothing,1,108.47,9.59,98.07,50.9,98.07,50.9
45,21,Sports_Item_21,Sports,1,163.62,9.59,147.93,86.56,147.93,86.56
46,181,Clothing_Item_181,Clothing,3,86.29,7.85,79.51,30.78,238.54,92.34
46,130,Home & Garden_Item_130,Home & Garden,1,145.02,7.85,133.63,70.91,133.63,70.91
46,164,Sports_Item_164,Sports,1,150.54,7.85,138.72,64.88,138.72,64.88
46,178,Books_Item_178,Books,3,57.6,7.85,53.08,27.19,159.23,81.57
46,125,Sports_Item_125,Sports,2,188.64,7.85,173.83,102.03,347.65,204.06
47,66,Sports_Item_66,Sports,2,111.93,13.78,96.51,56.13,193.02,112.26
48,115,Electronics_Item_115,Electronics,1,135.75,6.37,127.1,82.01,127.1,82.01
48,34,Books_Item_34,Books,2,45.89,6.37,42.97,20.43,85.93,40.86
48,85,Sports_Item_85,Sports,2,274.1,6.37,256.64,125.74,513.28,251.48
48,2,Sports_Item_2,Sports,3,97.75,6.37,91.52,40.81,274.57,122.43
48,194,Electronics_Item_194,Electronics,2,475.74,6.37,445.43,283.1,890.87,566.2
49,154,Sports_Item_154,Sports,2,183.15,17.07,151.89,80.86,303.79,161.72
49,3,Electronics_Item_3,Electronics,1,122.85,17.07,101.88,73.46,101.88,73.46
49,68,Clothing_Item_68,Clothing,2,103.99,17.07,86.24,36.82,172.49,73.64
50,84,Electronics_Item_84,Electronics,1,446.38,9.46,404.15,321.88,404.15,321.88
50,143,Books_Item_143,Books,2,172.15,9.46,155.86,94.39,311.73,188.78
51,178,Books_Item_178,Books,3,57.6,7.08,53.52,27.19,160.57,81.57
52,151,Electronics_Item_151,Electronics,3,321.0,12.0,282.49,216.62,847.46,649.86
52,53,Electronics_Item_53,Electronics,1,481.44,12.0,423.68,280.19,423.68,280.19
53,66,Sports_Item_66,Sports,3,111.93,14.23,96.0,56.13,288.01,168.39
54,55,Home & Garden_Item_55,Home & Garden,1,89.81,18.17,73.49,37.75,73.49,37.75
54,160,Books_Item_160,Books,2,223.08,18.17,182.55,139.45,365.11,278.9
54,140,Sports_Item_140,Sports,3,188.76,18.17,154.47,82.65,463.4,247.95
55,38,Home & Garden_Item_38,Home & Garden,1,52.46,34.2,34.52,26.51,34.52,26.51
56,135,Clothing_Item_135,Clothing,2,33.35,10.0,30.01,15.85,60.03,31.7
57,39,Sports_Item_39,Sports,1,75.19,16.11,63.08,31.83,63.08,31.83
57,147,Clothing_Item_147,Clothing,3,160.94,16.11,135.02,54.4,405.05,163.2
57,68,Clothing_Item_68,Clothing,1,103.99,16.11,87.24,36.82,87.24,36.82
58,181,Clothing_Item_181,Clothing,1,86.29,7.05,80.21,30.78,80.21,30.78
58,132,Books_Item_132,Books,2,183.21,7.05,170.3,117.26,340.6,234.52
59,117,Clothing_Item_117,Clothing,1,262.04,17.08,217.27,75.79,217.27,75.79
60,41,Home & Garden_Item_41,Home & Garden,1,48.02,12.8,41.87,28.62,41.87,28.62
61,197,Home & Garden_Item_197,Home & Garden,1,183.57,18.89,148.89,74.83,148.89,74.83
61,57,Home & Garden_Item_57,Home & Garden,1,120.19,18.89,97.49,56.81,97.49,56.81
62,192,Books_Item_192,Books,2,138.46,6.81,129.03,92.0,258.05,184.0
62,194,Electronics_Item_194,Electronics,1,475.74,6.81,443.33,283.1,443.33,283.1
63,22,Clothing_Item_22,Clothing,1,51.26,8.61,46.85,22.88,46.85,22.88
63,39,Sports_Item_39,Sports,2,75.19,8.61,68.72,31.83,137.43,63.66
64,95,Electronics_Item_95,Electronics,2,189.77,19.39,152.98,145.36,305.96,290.72
64,128,Clothing_Item_128,Clothing,2,79.9,19.39,64.41,38.11,128.82,76.22
65,78,Electronics_Item_78,Electronics,1,465.55,34.14,306.6,348.24,306.6,348.24
65,73,Electronics_Item_73,Electronics,3,113.27,34.14,74.6,76.81,223.79,230.43
66,18,Clothing_Item_18,Clothing,1,103.96,14.3,89.1,30.28,89.1,30.28
66,106,Clothing_Item_106,Clothing,2,143.05,14.3,122.6,63.82,245.19,127.64
66,96,Clothing_Item_96,Clothing,3,143.79,14.3,123.23,48.62,369.69,145.86
66,72,Electronics_Item_72,Electronics,2,327.5,14.3,280.67,213.08,561.35,426.16
67,171,Clothing_Item_171,Clothing,3,137.63,12.51,120.41,53.14,361.24,159.42
68,199,Sports_Item_199,Sports,2,150.73,14.84,128.36,79.34,256.73,158.68
68,183,Clothing_Item_183,Clothing,2,159.47,14.84,135.81,53.92,271.61,107.84
68,53,Electronics_Item_53,Electronics,3,481.44,14.84,410.0,280.19,1230.0,840.57
69,86,Books_Item_86,Books,2,190.14,0.68,188.84,108.15,377.69,216.3
69,181,Clothing_Item_181,Clothing,3,86.29,0.68,85.7,30.78,257.1,92.34
70,199,Sports_Item_199,Sports,1,150.73,40.51,89.67,79.34,89.67,79.34
70,171,Clothing_Item_171,Clothing,3,137.63,40.51,81.88,53.14,245.64,159.42
71,64,Sports_Item_64,Sports,1,198.62,13.77,171.28,123.12,171.28,123.12
72,109,Books_Item_109,Books,2,249.3,14.98,211.96,129.11,423.92,258.22
72,187,Electronics_Item_187,Electronics,1,355.23,14.98,302.02,270.97,302.02,270.97
73,13,Clothing_Item_13,Clothing,2,105.61,6.58,98.66,47.35,197.32,94.7
73,4,Sports_Item_4,Sports,2,96.11,6.58,89.78,45.62,179.57,91.24
73,183,Clothing_Item_183,Clothing,1,159.47,6.58,148.97,53.92,148.97,53.92
74,20,Books_Item_20,Books,2,242.95,41.94,141.07,145.87,282.13,291.74
75,32,Home & Garden_Item_32,Home & Garden,3,90.71,9.82,81.8,36.8,245.41,110.4
76,24,Books_Item_24,Books,3,100.05,12.37,87.68,42.53,263.03,127.59
77,22,Clothing_Item_22,Clothing,1,51.26,6.29,48.04,22.88,48.04,22.88
77,76,Clothing_Item_76,Clothing,1,55.41,6.29,51.92,18.21,51.92,18.21
77,24,Books_Item_24,Books,1,100.05,6.29,93.76,42.53,93.76,42.53
77,82,Home & Garden_Item_82,Home & Garden,1,162.64,6.29,152.41,73.18,152.41,73.18
77,18,Clothing_Item_18,Clothing,1,103.96,6.29,97.42,30.28,97.42,30.28
78,154,Sports_Item_154,Sports,3,183.15,17.97,150.24,80.86,450.73,242.58
78,20,Books_Item_20,Books,3,242.95,17.97,199.3,145.87,597.89,437.61
79,161,Books_Item_161,Books,2,264.14,36.41,167.97,121.85,335.95,243.7
79,188,Electronics_Item_188,Electronics,2,218.39,36.41,138.88,144.63,277.76,289.26
80,177,Electronics_Item_177,Electronics,1,139.67,8.02,128.47,91.97,128.47,91.97
80,28,Clothing_Item_28,Clothing,3,183.5,8.02,168.79,79.27,506.37,237.81
81,174,Clothing_Item_174,Clothing,3,54.34,6.51,50.8,16.97,152.4,50.91
82,158,Electronics_Item_158,Electronics,1,847.93,18.83,688.23,497.91,688.23,497.91
82,83,Electronics_Item_83,Electronics,1,246.72,18.83,200.25,179.05,200.25,179.05
82,80,Electronics_Item_80,Electronics,2,95.41,18.83,77.44,55.61,154.88,111.22
83,81,Clothing_Item_81,Clothing,1,94.78,18.98,76.79,42.88,76.79,42.88
84,85,Sports_Item_85,Sports,1,274.1,12.06,241.03,125.74,241.03,125.74
85,108,Home & Garden_Item_108,Home & Garden,3,114.0,10.02,102.58,69.88,307.74,209.64
86,183,Clothing_Item_183,Clothing,3,159.47,18.68,129.67,53.92,389.02,161.76
86,191,Electronics_Item_191,Electronics,3,878.96,18.68,714.73,489.16,2144.18,1467.48
87,111,Clothing_Item_111,Clothing,2,173.47,31.92,118.1,49.68,236.21,99.36
88,100,Books_Item_100,Books,1,74.89,42.75,42.87,33.26,42.87,33.26
88,105,Electronics_Item_105,Electronics,2,677.83,42.75,388.06,478.77,776.11,957.54
89,7,Clothing_Item_7,Clothing,1,103.27,12.16,90.71,33.18,90.71,33.18
89,4,Sports_Item_4,Sports,1,96.11,12.16,84.42,45.62,84.42,45.62
89,107,Books_Item_107,Books,1,313.95,12.16,275.76,148.88,275.76,148.88
89,193,Home & Garden_Item_193,Home & Garden,1,235.91,12.16,207.21,139.35,207.21,139.35
90,91,Sports_Item_91,Sports,1,107.98,14.12,92.73,50.41,92.73,50.41
90,161,Books_Item_161,Books,3,264.14,14.12,226.84,121.85,680.51,365.55
91,124,Books_Item_124,Books,1,98.93,15.43,83.66,62.9,83.66,62.9
91,131,Clothing_Item_131,Clothing,1,135.96,15.43,114.98,54.82,114.98,54.82
92,181,Clothing_Item_181,Clothing,1,86.29,10.28,77.42,30.78,77.42,30.78
92,183,Clothing_Item_183,Clothing,1,159.47,10.28,143.08,53.92,143.08,53.92
92,22,Clothing_Item_22,Clothing,1,51.26,10.28,45.99,22.88,45.99,22.88
92,192,Books_Item_192,Books,3,138.46,10.28,124.23,92.0,372.69,276.0
93,82,Home & Garden_Item_82,Home & Garden,3,162.64,13.52,140.65,73.18,421.95,219.54
94,148,Electronics_Item_148,Electronics,2,265.53,9.71,239.74,148.38,479.48,296.76
94,32,Home & Garden_Item_32,Home & Garden,1,90.71,9.71,81.9,36.8,81.9,36.8
94,42,Books_Item_42,Books,3,52.98,9.71,47.83,32.24,143.5,96.72
94,121,Home & Garden_Item_121,Home & Garden,2,329.4,9.71,297.41,132.22,594.82,264.44
95,144,Home & Garden_Item_144,Home & Garden,2,16.91,34.9,11.01,7.06,22.02,14.12
95,62,Electronics_Item_62,Electronics,1,700.97,34.9,456.34,404.99,456.34,404.99
95,118,Home & Garden_Item_118,Home & Garden,2,246.28,34.9,160.33,129.56,320.66,259.12
96,73,Electronics_Item_73,Electronics,2,113.27,2.93,109.95,76.81,219.91,153.62
96,142,Electronics_Item_142,Electronics,2,528.27,2.93,512.81,302.41,1025.62,604.82
97,11,Clothing_Item_11,Clothing,2,62.73,3.47,60.56,23.5,121.11,47.0
97,96,Clothing_Item_96,Clothing,2,143.79,3.47,138.81,48.62,277.61,97.24
97,132,Books_Item_132,Books,1,183.21,3.47,176.86,117.26,176.86,117.26
97,36,Sports_Item_36,Sports,1,65.43,3.47,63.16,36.99,63.16,36.99
97,107,Books_Item_107,Books,1,313.95,3.47,303.07,148.88,303.07,148.88
98,175,Books_Item_175,Books,2,278.17,39.84,167.35,118.72,334.7,237.44
99,96,Clothing_Item_96,Clothing,2,143.79,19.67,115.51,48.62,231.02,97.24
99,72,Electronics_Item_72,Electronics,1,327.5,19.67,263.09,213.08,263.09,213.08
100,76,Clothing_Item_76,Clothing,1,55.41,9.17,50.33,18.21,50.33,18.21
100,155,Clothing_Item_155,Clothing,1,107.81,9.17,97.92,42.12,97.92,42.12
100,42,Books_Item_42,Books,2,52.98,9.17,48.12,32.24,96.24,64.48
101,149,Books_Item_149,Books,1,246.41,42.26,142.29,117.29,142.29,117.29
102,85,Sports_Item_85,Sports,3,274.1,11.47,242.67,125.74,728.01,377.22
103,31,Home & Garden_Item_31,Home & Garden,2,81.09,16.32,67.86,52.07,135.72,104.14
103,193,Home & Garden_Item_193,Home & Garden,3,235.91,16.32,197.42,139.35,592.25,418.05
103,156,Clothing_Item_156,Clothing,1,123.46,16.32,103.31,47.99,103.31,47.99
104,183,Clothing_Item_183,Clothing,3,159.47,11.51,141.11,53.92,423.34,161.76
104,104,Electronics_Item_104,Electronics,1,248.4,11.51,219.81,180.55,219.81,180.55
104,170,Books_Item_170,Books,1,259.46,11.51,229.59,148.96,229.59,148.96
105,88,Electronics_Item_88,Electronics,2,509.27,9.31,461.85,284.68,923.7,569.36
105,30,Books_Item_30,Books,3,70.71,9.31,64.13,43.29,192.38,129.87
106,161,Books_Item_161,Books,1,264.14,7.44,244.49,121.85,244.49,121.85
106,37,Sports_Item_37,Sports,1,47.74,7.44,44.19,27.57,44.19,27.57
106,95,Electronics_Item_95,Electronics,1,189.77,7.44,175.65,145.36,175.65,145.36
107,6,Electronics_Item_6,Electronics,3,576.2,26.71,422.29,351.03,1266.88,1053.09
108,62,Electronics_Item_62,Electronics,3,700.97,6.16,657.82,404.99,1973.47,1214.97
108,142,Electronics_Item_142,Electronics,3,528.27,6.16,495.75,302.41,1487.26,907.23
109,18,Clothing_Item_18,Clothing,2,103.96,9.81,93.76,30.28,187.51,60.56
110,66,Sports_Item_66,Sports,2,111.93,8.27,102.68,56.13,205.35,112.26
110,181,Clothing_Item_181,Clothing,3,86.29,8.27,79.16,30.78,237.47,92.34
110,125,Sports_Item_125,Sports,3,188.64,8.27,173.04,102.03,519.13,306.09
110,60,Home & Garden_Item_60,Home & Garden,2,170.82,8.27,156.7,95.59,313.39,191.18
111,22,Clothing_Item_22,Clothing,1,51.26,16.49,42.81,22.88,42.81,22.88
111,15,Books_Item_15,Books,1,350.6,16.49,292.79,146.39,292.79,146.39
111,87,Home & Garden_Item_87,Home & Garden,3,207.48,16.49,173.27,107.86,519.8,323.58
111,31,Home & Garden_Item_31,Home & Garden,1,81.09,16.49,67.72,52.07,67.72,52.07
112,133,Sports_Item_133,Sports,3,251.69,8.49,230.32,146.89,690.96,440.67
113,114,Home & Garden_Item_114,Home & Garden,2,50.58,5.53,47.78,28.41,95.56,56.82
113,182,Sports_Item_182,Sports,2,252.0,5.53,238.05,116.71,476.11,233.42
113,144,Home & Garden_Item_144,Home & Garden,1,16.91,5.53,15.97,7.06,15.97,7.06
113,186,Sports_Item_186,Sports,3,307.55,5.53,290.53,127.47,871.59,382.41
113,190,Clothing_Item_190,Clothing,2,165.54,5.53,156.38,56.18,312.76,112.36
114,42,Books_Item_42,Books,3,52.98,6.7,49.43,32.24,148.29,96.72
115,89,Clothing_Item_89,Clothing,1,79.25,0.71,78.68,38.03,78.68,38.03
116,150,Clothing_Item_150,Clothing,2,265.08,19.63,213.05,76.67,426.11,153.34
117,103,Books_Item_103,Books,1,238.08,9.36,215.79,120.43,215.79,120.43
117,53,Electronics_Item_53,Electronics,3,481.44,9.36,436.36,280.19,1309.09,840.57
118,17,Books_Item_17,Books,2,199.5,16.75,166.08,119.68,332.16,239.36
118,103,Books_Item_103,Books,3,238.08,16.75,198.2,120.43,594.59,361.29
118,125,Sports_Item_125,Sports,1,188.64,16.75,157.04,102.03,157.04,102.03
118,111,Clothing_Item_111,Clothing,3,173.47,16.75,144.41,49.68,433.23,149.04
119,70,Books_Item_70,Books,1,220.26,6.18,206.66,108.66,206.66,108.66
119,139,Home & Garden_Item_139,Home & Garden,3,53.37,6.18,50.07,28.86,150.22,86.58
119,15,Books_Item_15,Books,3,350.6,6.18,328.94,146.39,986.83,439.17
119,111,Clothing_Item_111,Clothing,3,173.47,6.18,162.76,49.68,488.27,149.04
120,147,Clothing_Item_147,Clothing,1,160.94,16.0,135.2,54.4,135.2,54.4
120,26,Clothing_Item_26,Clothing,3,90.05,16.0,75.65,30.43,226.94,91.29
121,84,Electronics_Item_84,Electronics,1,446.38,9.75,402.84,321.88,402.84,321.88
121,22,Clothing_Item_22,Clothing,2,51.26,9.75,46.26,22.88,92.52,45.76
122,35,Home & Garden_Item_35,Home & Garden,3,279.92,8.46,256.23,131.15,768.69,393.45
122,138,Electronics_Item_138,Electronics,1,685.55,8.46,627.53,452.73,627.53,452.73
122,133,Sports_Item_133,Sports,2,251.69,8.46,230.39,146.89,460.78,293.78
122,150,Clothing_Item_150,Clothing,3,265.08,8.46,242.65,76.67,727.94,230.01
122,118,Home & Garden_Item_118,Home & Garden,2,246.28,8.46,225.44,129.56,450.87,259.12
123,131,Clothing_Item_131,Clothing,1,135.96,6.15,127.6,54.82,127.6,54.82
123,188,Electronics_Item_188,Electronics,2,218.39,6.15,204.97,144.63,409.93,289.26
124,33,Electronics_Item_33,Electronics,3,522.19,18.89,423.57,291.82,1270.71,875.46
124,21,Sports_Item_21,Sports,3,163.62,18.89,132.72,86.56,398.16,259.68
124,152,Home & Garden_Item_152,Home & Garden,3,184.22,18.89,149.43,77.8,448.29,233.4
124,72,Electronics_Item_72,Electronics,1,327.5,18.89,265.65,213.08,265.65,213.08
125,41,Home & Garden_Item_41,Home & Garden,2,48.02,31.28,33.0,28.62,66.0,57.24
126,32,Home & Garden_Item_32,Home & Garden,2,90.71,18.15,74.25,36.8,148.5,73.6
127,154,Sports_Item_154,Sports,2,183.15,16.14,153.58,80.86,307.17,161.72
128,149,Books_Item_149,Books,2,246.41,27.65,178.28,117.29,356.57,234.58
128,197,Home & Garden_Item_197,Home & Garden,2,183.57,27.65,132.82,74.83,265.63,149.66
128,25,Home & Garden_Item_25,Home & Garden,2,142.15,27.65,102.85,85.06,205.7,170.12
128,13,Clothing_Item_13,Clothing,1,105.61,27.65,76.41,47.35,76.41,47.35
129,126,Books_Item_126,Books,3,266.27,6.79,248.2,135.52,744.61,406.56
129,159,Electronics_Item_159,Electronics,3,492.82,6.79,459.38,327.32,1378.14,981.96
129,196,Clothing_Item_196,Clothing,3,48.12,6.79,44.85,15.84,134.56,47.52
129,157,Sports_Item_157,Sports,1,213.48,6.79,198.99,96.95,198.99,96.95
130,22,Clothing_Item_22,Clothing,2,51.26,14.46,43.85,22.88,87.69,45.76
130,60,Home & Garden_Item_60,Home & Garden,3,170.82,14.46,146.12,95.59,438.35,286.77
131,31,Home & Garden_Item_31,Home & Garden,1,81.09,18.75,65.89,52.07,65.89,52.07
132,155,Clothing_Item_155,Clothing,3,107.81,11.8,95.09,42.12,285.26,126.36
133,84,Electronics_Item_84,Electronics,3,446.38,8.48,408.51,321.88,1225.53,965.64
134,170,Books_Item_170,Books,1,259.46,9.28,235.39,148.96,235.39,148.96
134,191,Electronics_Item_191,Electronics,1,878.96,9.28,797.4,489.16,797.4,489.16
134,174,Clothing_Item_174,Clothing,3,54.34,9.28,49.3,16.97,147.89,50.91
135,28,Clothing_Item_28,Clothing,1,183.5,12.79,160.04,79.27,160.04,79.27
135,67,Sports_Item_67,Sports,2,197.11,12.79,171.91,92.25,343.81,184.5
136,135,Clothing_Item_135,Clothing,1,33.35,2.88,32.39,15.85,32.39,15.85
136,127,Electronics_Item_127,Electronics,1,815.21,2.88,791.69,462.86,791.69,462.86
136,39,Sports_Item_39,Sports,3,75.19,2.88,73.02,31.83,219.06,95.49
136,193,Home & Garden_Item_193,Home & Garden,2,235.91,2.88,229.1,139.35,458.21,278.7
136,136,Home & Garden_Item_136,Home & Garden,1,257.0,2.88,249.59,131.7,249.59,131.7
137,60,Home & Garden_Item_60,Home & Garden,3,170.82,7.55,157.93,95.59,473.78,286.77
137,27,Home & Garden_Item_27,Home & Garden,3,246.89,7.55,228.25,139.45,684.76,418.35
137,110,Sports_Item_110,Sports,1,99.06,7.55,91.58,39.67,91.58,39.67
137,105,Electronics_Item_105,Electronics,1,677.83,7.55,626.66,478.77,626.66,478.77
138,31,Home & Garden_Item_31,Home & Garden,3,81.09,8.05,74.56,52.07,223.69,156.21
138,87,Home & Garden_Item_87,Home & Garden,2,207.48,8.05,190.78,107.86,381.57,215.72
139,39,Sports_Item_39,Sports,1,75.19,9.18,68.29,31.83,68.29,31.83
139,179,Electronics_Item_179,Electronics,2,403.39,9.18,366.36,307.31,732.72,614.62
