order_id,customer_id,segment,channel,order_date,subtotal,discount_amount,shipping_cost,shipping_revenue,total_revenue,total_cost,coupon_used,profit
134,2717,Medium Value,Paid Ads,2024-03-12,1180.68,120.75,40.04,0.0,1180.68,729.07,True,451.61
135,2774,Low Value,Email,2024-03-16,503.85,73.86,5.0,0.0,503.85,268.77,False,235.08
136,2534,High Value,Organic,2023-06-23,1750.94,52.02,27.65,0.0,1750.94,1012.25,False,738.68
137,1585,High Value,Organic,2024-06-04,1876.78,153.24,73.72,0.0,1876.78,1297.28,True,579.5
138,711,Medium Value,Organic,2024-01-14,605.26,52.99,35.7,0.0,605.26,407.63,False,197.63
139,2687,High Value,Paid Ads,2023-10-30,2237.82,226.2,68.44,0.0,2237.82,1585.73,False,652.08
140,1182,Low Value,Social,2023-10-13,414.09,78.73,8.05,0.0,414.09,335.37,True,78.73
141,861,Medium Value,Email,2023-03-18,376.55,41.4,5.0,0.0,376.55,182.66,False,193.89
142,1543,Low Value,Affiliate,2023-03-17,1598.94,295.61,73.89,0.0,1598.94,1056.51,True,542.44
143,1098,Bargain Hunter,Organic,2024-11-07,1023.76,733.86,26.76,0.0,1023.76,1015.56,True,8.2
144,537,Medium Value,Organic,2023-07-20,1301.84,128.44,34.16,0.0,1301.84,612.69,True,689.15
145,904,Medium Value,Email,2023-04-01,716.58,170.96,38.13,0.0,716.58,537.24,False,179.34
146,1093,High Value,Social,2023-07-02,2403.36,9.36,49.87,0.0,2403.36,1364.38,False,1038.97
147,2482,High Value,Affiliate,2024-06-27,185.57,13.05,7.85,0.0,185.57,130.97,True,54.6
148,40,Bargain Hunter,Social,2024-05-16,55.34,38.36,23.57,0.0,55.34,68.47,True,-13.12
149,1886,Low Value,Email,2023-08-13,2596.2,186.0,31.68,0.0,2596.2,1757.02,False,839.18
150,347,High Value,Paid Ads,2023-04-29,746.84,13.4,57.59,0.0,746.84,361.41,False,385.42
151,162,Medium Value,Paid Ads,2024-09-07,525.22,66.12,5.0,0.0,525.22,281.75,True,243.47
152,2965,Medium Value,Organic,2024-02-23,149.13,9.38,10.16,0.0,149.13,86.22,False,62.91
153,1138,Low Value,Social,2024-03-11,249.67,30.81,5.0,0.0,249.67,125.48,False,124.19
154,1239,High Value,Paid Ads,2023-02-16,301.08,9.57,10.51,0.0,301.08,133.54,False,167.54
155,129,High Value,Social,2024-09-20,1150.22,74.83,20.09,0.0,1150.22,745.74,True,404.48
156,94,Bargain Hunter,Social,2024-07-20,405.05,144.32,5.0,0.0,405.05,368.26,True,36.79
157,1834,Low Value,Paid Ads,2023-06-10,656.64,139.99,32.91,0.0,656.64,484.6,True,172.05
158,1868,Medium Value,Organic,2023-09-12,360.77,85.17,31.51,0.0,360.77,285.97,True,74.8
159,2745,High Value,Organic,2024-05-11,958.93,4.08,13.71,0.0,958.93,663.57,True,295.36
160,1981,High Value,Organic,2023-10-06,614.96,49.86,10.01,0.0,614.96,303.77,False,311.2
161,373,Medium Value,Paid Ads,2023-10-04,796.49,174.03,30.15,0.0,796.49,445.26,True,351.23
162,2088,Low Value,Organic,2023-04-08,443.87,84.78,7.55,0.0,443.87,307.31,False,136.57
163,886,High Value,Affiliate,2024-03-11,92.74,5.01,5.0,0.0,92.74,45.81,True,46.93
164,2792,Medium Value,Email,2024-08-13,251.56,34.54,24.9,0.0,251.56,152.54,True,99.02
165,1254,Low Value,Affiliate,2024-06-30,1336.57,192.67,66.04,0.0,1336.57,727.07,True,609.5
166,2375,Medium Value,Paid Ads,2023-01-26,330.56,40.68,13.62,0.0,330.56,182.91,True,147.65
167,1079,Bargain Hunter,Social,2023-05-28,658.8,461.51,44.34,0.0,658.8,630.68,True,28.12
168,803,Low Value,Paid Ads,2024-08-03,392.56,77.04,28.85,0.0,392.56,272.21,True,120.35
169,1885,Low Value,Email,2023-02-07,853.15,92.93,25.85,0.0,853.15,562.69,False,290.46
170,933,High Value,Email,2024-05-15,1563.57,90.24,35.79,0.0,1563.57,1149.45,False,414.12
171,2981,Medium Value,Social,2023-03-25,73.1,16.94,7.23,0.0,73.1,60.78,True,12.31
172,2430,Bargain Hunter,Organic,2023-05-05,110.8,43.79,9.5,0.0,110.8,77.61,True,33.19
173,422,Bargain Hunter,Email,2024-10-03,1187.46,827.34,29.19,0.0,1187.46,1118.22,True,69.24
174,1615,High Value,Organic,2024-11-23,1693.57,47.2,30.55,0.0,1693.57,1114.3,False,579.27
175,2007,Low Value,Social,2024-09-20,771.15,184.18,22.1,0.0,771.15,498.9,True,272.25
176,1258,Medium Value,Email,2023-05-19,674.98,54.44,5.25,0.0,674.98,296.49,False,378.49
177,2038,Medium Value,Paid Ads,2023-01-06,975.05,104.47,39.58,0.0,975.05,531.98,True,443.07
178,1151,High Value,Social,2024-10-13,619.87,36.71,24.62,0.0,619.87,502.81,True,117.06
179,1105,High Value,Social,2024-03-12,578.19,35.9,30.66,0.0,578.19,285.4,False,292.79
180,1553,Medium Value,Paid Ads,2023-07-27,601.43,39.48,24.87,0.0,601.43,305.26,True,296.18
181,2732,Medium Value,Organic,2023-12-05,1941.4,306.51,48.74,0.0,1941.4,1599.02,False,342.38
182,2807,Bargain Hunter,Social,2023-06-22,67.48,22.56,5.0,0.0,67.48,58.55,True,8.93
183,1910,High Value,Paid Ads,2023-05-31,67.68,0.98,7.4,0.0,67.68,33.0,False,34.67
184,2537,Medium Value,Email,2024-04-28,554.99,61.02,5.0,0.0,554.99,371.72,False,183.27
185,1686,Bargain Hunter,Organic,2024-04-30,611.29,288.99,51.97,0.0,611.29,542.55,True,68.75
186,1499,Low Value,Affiliate,2023-06-20,947.35,224.88,18.55,0.0,947.35,695.24,False,252.11
187,1609,Medium Value,Paid Ads,2023-05-04,98.76,15.24,6.16,0.0,98.76,76.04,True,22.72
188,52,Bargain Hunter,Paid Ads,2024-11-17,1939.61,909.39,54.66,0.0,1939.61,1652.01,True,287.6
189,903,Low Value,Organic,2023-07-15,570.62,68.65,25.75,0.0,570.62,342.4,True,228.22
190,1709,Low Value,Paid Ads,2024-08-23,478.97,51.2,15.16,0.0,478.97,168.5,True,310.46
191,730,Medium Value,Social,2024-05-05,863.53,106.44,22.86,0.0,863.53,577.77,False,285.76
192,1651,High Value,Email,2024-04-27,1502.59,166.45,10.55,0.0,1502.59,847.17,False,655.42
193,1892,Bargain Hunter,Email,2023-04-17,525.39,182.34,5.0,0.0,525.39,423.05,True,102.34
194,2292,Low Value,Affiliate,2023-05-15,487.9,32.48,9.89,0.0,487.9,257.69,False,230.21
195,2888,Low Value,Social,2023-07-18,1301.29,226.53,7.57,0.0,1301.29,861.61,False,439.68
196,893,Medium Value,Organic,2023-06-23,802.46,183.21,62.08,0.0,802.46,429.19,False,373.27
197,1565,Medium Value,Paid Ads,2023-03-04,2302.71,146.3,17.49,0.0,2302.71,1540.54,False,762.16
198,1378,High Value,Email,2023-10-10,556.3,36.06,7.99,0.0,556.3,219.31,False,337.0
199,2820,Low Value,Paid Ads,2023-11-15,283.48,28.41,5.18,0.0,283.48,96.02,True,187.46
200,2855,Low Value,Affiliate,2023-07-06,493.0,93.51,8.29,0.0,493.0,294.03,True,198.97
201,1339,Low Value,Organic,2024-01-19,1509.96,204.07,62.54,0.0,1509.96,1031.83,False,478.13
202,1960,High Value,Paid Ads,2023-11-14,169.91,0.91,11.8,0.0,169.91,107.39,False,62.52
203,1706,Low Value,Affiliate,2023-07-12,2181.18,218.15,48.25,0.0,2181.18,1208.07,True,973.11
204,1064,Medium Value,Social,2023-12-24,783.54,155.78,28.07,0.0,783.54,481.66,False,301.87
205,590,High Value,Organic,2023-06-09,746.4,42.43,25.68,0.0,746.4,360.72,True,385.68
206,582,Medium Value,Organic,2024-05-30,623.44,95.43,15.52,0.0,623.44,225.34,False,398.1
207,2424,High Value,Paid Ads,2024-04-23,200.51,5.36,30.35,0.0,200.51,134.63,False,65.88
208,2171,Low Value,Paid Ads,2023-11-27,751.87,89.0,20.96,0.0,751.87,405.71,True,346.16
209,1203,Medium Value,Email,2023-01-09,153.32,12.22,9.66,0.0,153.32,65.84,True,87.48
210,2363,Low Value,Paid Ads,2023-06-16,869.59,118.62,5.0,0.0,869.59,401.66,True,467.93
211,2268,Medium Value,Affiliate,2024-03-21,84.08,15.96,15.47,0.0,84.08,63.02,True,21.06
212,1510,Low Value,Organic,2024-11-25,742.74,91.97,55.23,0.0,742.74,495.97,True,246.77
213,911,Low Value,Email,2024-08-14,2395.15,296.36,20.9,0.0,2395.15,1643.33,True,751.82
214,2573,Medium Value,Organic,2023-07-23,182.1,43.47,7.39,0.0,182.1,102.88,False,79.22
215,143,Low Value,Paid Ads,2023-04-03,742.41,79.2,53.05,0.0,742.41,527.01,False,215.39
216,603,Low Value,Paid Ads,2023-07-25,74.16,16.55,5.0,0.0,74.16,41.8,True,32.36
217,1933,High Value,Email,2023-09-08,793.74,12.43,26.2,0.0,793.74,439.59,False,354.16
218,2077,High Value,Social,2024-02-08,132.24,9.93,42.69,0.0,132.24,114.8,False,17.45
219,1321,Bargain Hunter,Organic,2024-02-01,965.78,367.63,17.67,0.0,965.78,792.93,True,172.86
220,1709,Low Value,Paid Ads,2024-03-10,490.82,79.59,23.45,0.0,490.82,347.9,False,142.92
221,1017,Bargain Hunter,Organic,2023-08-16,240.2,179.09,5.0,0.0,240.2,279.51,True,-39.31
222,12,Low Value,Social,2023-01-02,1523.65,251.33,51.44,0.0,1523.65,1035.71,False,487.94
223,1339,Low Value,Organic,2024-03-21,149.28,10.19,6.77,0.0,149.28,60.69,True,88.58
224,2852,Medium Value,Social,2024-05-07,287.3,16.8,16.01,0.0,287.3,137.89,False,149.41
225,1389,Low Value,Affiliate,2024-04-21,937.97,193.38,51.3,0.0,937.97,664.92,True,273.05
226,1365,Medium Value,Email,2024-05-12,275.12,47.82,6.87,0.0,275.12,117.94,False,157.18
227,1236,High Value,Email,2023-04-29,499.72,32.1,22.31,0.0,499.72,235.03,False,264.69
228,561,Medium Value,Email,2024-01-09,568.96,40.7,20.13,0.0,568.96,377.23,True,191.73
229,2474,Low Value,Social,2024-09-21,182.42,34.52,5.0,0.0,182.42,106.8,True,75.62
230,2170,Low Value,Paid Ads,2024-04-16,718.56,84.36,36.24,0.0,718.56,558.04,False,160.52
231,2974,Medium Value,Paid Ads,2023-01-25,26.79,4.05,5.0,7.99,34.78,16.68,True,18.1
232,2209,Low Value,Organic,2023-02-06,649.84,105.24,8.53,0.0,649.84,449.2,True,200.64
233,2253,High Value,Organic,2024-07-01,764.28,7.3,22.23,0.0,764.28,286.67,False,477.62
234,2043,Low Value,Paid Ads,2024-09-24,1079.37,102.33,66.37,0.0,1079.37,566.95,False,512.43
235,2130,Medium Value,Organic,2024-10-15,1328.87,275.8,11.76,0.0,1328.87,1125.78,True,203.09
236,2171,Low Value,Paid Ads,2023-11-06,2540.5,324.89,48.76,0.0,2540.5,1647.57,True,892.94
237,2165,High Value,Email,2023-04-30,2534.78,218.52,81.32,0.0,2534.78,1437.3,False,1097.48
238,474,Bargain Hunter,Email,2024-04-29,1232.3,510.8,56.41,0.0,1232.3,986.58,True,245.72
239,2978,Medium Value,Organic,2024-09-11,359.1,44.29,9.29,0.0,359.1,316.6,True,42.5
240,275,Bargain Hunter,Organic,2024-04-18,935.27,548.85,29.1,0.0,935.27,809.05,True,126.22
241,1546,Low Value,Paid Ads,2024-09-18,1080.5,111.03,47.35,0.0,1080.5,545.57,False,534.93
242,901,Low Value,Social,2024-05-02,361.62,84.54,13.51,0.0,361.62,292.41,True,69.21
243,691,Medium Value,Organic,2024-05-25,751.4,66.76,27.51,0.0,751.4,502.27,False,249.13
244,1824,Bargain Hunter,Affiliate,2023-03-22,191.53,115.55,15.54,0.0,191.53,189.44,True,2.1
245,1537,High Value,Social,2024-01-14,366.9,11.51,22.35,0.0,366.9,245.96,False,120.93
246,1058,High Value,Paid Ads,2024-10-01,3412.3,124.35,81.75,0.0,3412.3,2103.66,False,1308.64
247,251,Low Value,Organic,2024-07-04,1239.2,92.93,29.63,0.0,1239.2,858.22,False,380.98
248,509,Low Value,Affiliate,2024-02-15,425.82,65.04,22.49,0.0,425.82,282.17,True,143.64
249,2187,Medium Value,Paid Ads,2024-10-07,3501.0,246.78,62.46,0.0,3501.0,2015.01,False,1485.98
250,2091,Medium Value,Affiliate,2024-05-21,1216.15,237.73,37.94,0.0,1216.15,861.39,True,354.76
251,235,Medium Value,Email,2024-04-20,1229.94,214.38,7.19,0.0,1229.94,847.76,False,382.18
252,1913,Low Value,Paid Ads,2024-02-25,375.93,31.95,5.0,0.0,375.93,169.46,True,206.47
253,1561,Low Value,Paid Ads,2024-09-05,203.47,31.92,13.72,0.0,203.47,184.69,True,18.77
254,2880,Medium Value,Email,2024-04-28,135.67,24.45,18.54,0.0,135.67,105.12,False,30.55
255,1100,Medium Value,Paid Ads,2024-07-19,1314.54,190.72,18.18,0.0,1314.54,652.64,True,661.91
256,569,Medium Value,Paid Ads,2023-07-24,515.43,56.25,70.05,0.0,515.43,266.12,True,249.31
257,2886,Bargain Hunter,Email,2023-09-05,1852.54,1283.92,45.69,0.0,1852.54,1647.07,True,205.48
258,2798,Medium Value,Social,2023-09-08,37.22,5.04,9.34,7.99,45.21,23.25,False,21.96
259,484,Bargain Hunter,Paid Ads,2024-06-16,1516.37,1236.19,67.41,0.0,1516.37,1502.6,True,13.77
260,2526,Medium Value,Social,2024-09-13,425.27,73.32,24.44,0.0,425.27,282.66,False,142.62
261,1246,Medium Value,Email,2023-02-10,270.51,31.58,25.02,0.0,270.51,227.69,False,42.82
262,1645,Low Value,Paid Ads,2024-08-16,852.48,166.06,5.0,0.0,852.48,574.36,True,278.12
